param_hidden_layer_sizes,param_activation,param_batch_size,param_max_iter,param_alpha,mean_test_score,rank_test_score,mean_train_score
"(15,)",logistic,100,400,0.0001,-0.14767425090792877,592,-0.14660411967273265
"(15,)",logistic,100,800,0.0001,-0.1464987304648066,394,-0.1456398619762282
"(17,)",logistic,100,200,0.0001,-0.14875311074839387,659,-0.1490869973599375
"(17,)",logistic,100,400,0.0001,-0.14777899656842045,601,-0.14620233264776733
"(17,)",logistic,100,800,0.0001,-0.14635273930973564,375,-0.1456669595354015
"(19,)",logistic,100,200,0.0001,-0.1503439837140624,871,-0.14945531978531731
"(19,)",logistic,100,400,0.0001,-0.14746566401613956,570,-0.1463915224216749
"(19,)",logistic,100,800,0.0001,-0.1463905139572313,378,-0.14576958809645402
"(21,)",logistic,100,200,0.0001,-0.14928465674088492,715,-0.14924718543544285
"(21,)",logistic,100,400,0.0001,-0.1474648050158797,569,-0.14604334949630998
"(21,)",logistic,100,800,0.0001,-0.14669382380199641,451,-0.14598652339462376
"(1,)",logistic,200,200,0.0001,-0.2081159988975152,1110,-0.20812235208854135
"(1,)",logistic,200,400,0.0001,-0.19416532205952178,1076,-0.19481565886447444
"(1,)",logistic,200,800,0.0001,-0.1525018707803442,998,-0.15090939867505795
"(3,)",logistic,200,200,0.0001,-0.20796383697217152,1108,-0.20713652748176647
"(3,)",logistic,200,400,0.0001,-0.15886561161888188,1032,-0.15794933811187528
"(3,)",logistic,200,800,0.0001,-0.14980464431615004,797,-0.14874930786879487
"(5,)",logistic,200,200,0.0001,-0.16703115983797423,1055,-0.1659840231553687
"(5,)",logistic,200,400,0.0001,-0.1511130147642019,971,-0.1506798393258903
"(5,)",logistic,200,800,0.0001,-0.14825148904294785,630,-0.14766363315014558
"(7,)",logistic,200,200,0.0001,-0.1865134823955455,1064,-0.18547742456922678
"(7,)",logistic,200,400,0.0001,-0.15226088162820417,996,-0.1518177222094832
"(7,)",logistic,200,800,0.0001,-0.14759175297326058,588,-0.14485822241611512
"(9,)",logistic,200,200,0.0001,-0.16550034229362165,1051,-0.16537005432868707
"(9,)",logistic,200,400,0.0001,-0.15074312429028552,917,-0.1502334059433931
"(9,)",logistic,200,800,0.0001,-0.14660719369114508,428,-0.1463108033865465
"(11,)",logistic,200,200,0.0001,-0.1537112036860623,1015,-0.15375155779492033
"(11,)",logistic,200,400,0.0001,-0.15034824448526402,873,-0.14979515733891285
"(11,)",logistic,200,800,0.0001,-0.14617682534936327,345,-0.1456416053392075
"(13,)",logistic,200,200,0.0001,-0.1532236181312049,1006,-0.15339645197672191
"(13,)",logistic,200,400,0.0001,-0.14863176330028577,648,-0.1478765703759155
"(13,)",logistic,200,800,0.0001,-0.14586425073315432,284,-0.14531849168386446
"(15,)",logistic,200,200,0.0001,-0.1535202472098825,1013,-0.15355305175266057
"(15,)",logistic,200,400,0.0001,-0.14967116927643784,778,-0.14808530064747213
"(15,)",logistic,200,800,0.0001,-0.14617451642798635,342,-0.14604341461033424
"(17,)",logistic,200,200,0.0001,-0.15144139219259875,984,-0.15239781664105978
"(17,)",logistic,200,400,0.0001,-0.14959227657276455,763,-0.14720871795090035
"(17,)",logistic,200,800,0.0001,-0.14775664447762268,600,-0.1454774811179369
"(19,)",logistic,200,200,0.0001,-0.15265734658076485,1000,-0.1521968853371149
"(19,)",logistic,200,400,0.0001,-0.14958029629942637,757,-0.14866991146501957
"(19,)",logistic,200,800,0.0001,-0.146609865597016,430,-0.14596177665344648
"(21,)",logistic,200,200,0.0001,-0.1532725022158829,1009,-0.15355549725571765
"(21,)",logistic,200,400,0.0001,-0.14949618609107035,745,-0.14837395527598113
"(21,)",logistic,200,800,0.0001,-0.14583930027296424,278,-0.14596037145516533
"(1,)",logistic,50,200,0.01,-0.15691164065998814,1028,-0.1563533720232308
"(1,)",logistic,50,400,0.01,-0.14959643901734182,764,-0.1489576473494289
"(1,)",logistic,50,800,0.01,-0.1488612986947539,673,-0.1468139201860784
"(3,)",logistic,50,200,0.01,-0.15102182288843513,960,-0.1502650075017593
"(3,)",logistic,50,400,0.01,-0.15046030306069394,888,-0.14838062153775952
"(3,)",logistic,50,800,0.01,-0.14682594687007003,484,-0.14385847557312448
"(5,)",logistic,50,200,0.01,-0.15075875874103004,922,-0.14961252218337903
"(5,)",logistic,50,400,0.01,-0.14716907673849183,541,-0.1462834653744567
"(5,)",logistic,50,800,0.01,-0.146598791166696,426,-0.14542500684994694
"(7,)",logistic,50,200,0.01,-0.1505260507628555,892,-0.14824554345020963
"(7,)",logistic,50,400,0.01,-0.14597010074040354,303,-0.1445915785008222
"(7,)",logistic,50,800,0.01,-0.14659725830415987,425,-0.14520960235601338
"(9,)",logistic,50,200,0.01,-0.14756236890031635,582,-0.1464140100942834
"(9,)",logistic,50,400,0.01,-0.14598110489166125,305,-0.14531978841442733
"(9,)",logistic,50,800,0.01,-0.14595291312413522,298,-0.1457203962169405
"(11,)",logistic,50,200,0.01,-0.14694612574448648,500,-0.14598386713537378
"(11,)",logistic,50,400,0.01,-0.14607071900158264,321,-0.14515681951410522
"(11,)",logistic,50,800,0.01,-0.14639858811415007,383,-0.14486100993326323
"(13,)",logistic,50,200,0.01,-0.14683913608138757,489,-0.14512926459344874
"(13,)",logistic,50,400,0.01,-0.1462906143230551,365,-0.14561413786724167
"(13,)",logistic,50,800,0.01,-0.14618515802095838,347,-0.14531664450252477
"(15,)",logistic,50,200,0.01,-0.14737477235007954,562,-0.14639144069592558
"(15,)",logistic,50,400,0.01,-0.14609775659099206,329,-0.14545392123965942
"(15,)",logistic,50,800,0.01,-0.14585843060668377,281,-0.14545390770097527
"(17,)",logistic,50,200,0.01,-0.14653823511112662,414,-0.14561358663912843
"(17,)",logistic,50,400,0.01,-0.14652515224594995,407,-0.14556138506764213
"(17,)",logistic,50,800,0.01,-0.1449686629977524,155,-0.14539856393722098
"(19,)",logistic,50,200,0.01,-0.14727175539638754,550,-0.14623185692518367
"(19,)",logistic,50,400,0.01,-0.14619961021046304,352,-0.14553450200062665
"(19,)",logistic,50,800,0.01,-0.1460829085888323,326,-0.14561477992164565
"(21,)",logistic,50,200,0.01,-0.1465291848297367,411,-0.1462585146920964
"(21,)",logistic,50,400,0.01,-0.14672062523284723,460,-0.14572247987299983
"(21,)",logistic,50,800,0.01,-0.14682046246338135,481,-0.14521077273110217
"(1,)",logistic,100,200,0.01,-0.20675765369224633,1100,-0.2060050611596179
"(1,)",logistic,100,400,0.01,-0.15319769290782512,1005,-0.1531509785240867
"(1,)",logistic,100,800,0.01,-0.1504212789875583,876,-0.14830141537194477
"(3,)",logistic,100,200,0.01,-0.16026619062700972,1038,-0.16144622169901676
"(3,)",logistic,100,400,0.01,-0.15061706273957767,904,-0.1499516483682529
"(3,)",logistic,100,800,0.01,-0.14814676557011977,626,-0.14504709439503416
"(5,)",logistic,100,200,0.01,-0.1507025733390024,913,-0.1516331266783832
"(5,)",logistic,100,400,0.01,-0.1506585609361763,911,-0.148615869124261
"(5,)",logistic,100,800,0.01,-0.1473539341558036,554,-0.14588101477271867
"(7,)",logistic,100,200,0.01,-0.15421060905718612,1021,-0.15335527289404702
"(7,)",logistic,100,400,0.01,-0.14791134079007512,614,-0.14604019353936035
"(7,)",logistic,100,800,0.01,-0.14670002523261105,454,-0.1449962215652576
"(9,)",logistic,100,200,0.01,-0.15104687733637054,963,-0.1511452051970449
"(9,)",logistic,100,400,0.01,-0.14705930724379962,519,-0.14566772800867622
"(9,)",logistic,100,800,0.01,-0.1461750076321323,344,-0.1457492175146355
"(11,)",logistic,100,200,0.01,-0.1509599643614837,945,-0.14976660283314028
"(11,)",logistic,100,400,0.01,-0.14620042943511685,353,-0.145534218322309
"(11,)",logistic,100,800,0.01,-0.14587906183101018,285,-0.1454813323819748
"(13,)",logistic,100,200,0.01,-0.15137748154373737,983,-0.14945495919814475
"(13,)",logistic,100,400,0.01,-0.14704205014482258,515,-0.14641781784139654
"(13,)",logistic,100,800,0.01,-0.1462572174042502,363,-0.14558623463961193
"(15,)",logistic,100,200,0.01,-0.15125733157995452,980,-0.1500815054949299
"(15,)",logistic,100,400,0.01,-0.1470606572298923,520,-0.14638909851469323
"(15,)",logistic,100,800,0.01,-0.14681614133453602,478,-0.14534583063533107
"(17,)",logistic,100,200,0.01,-0.14874524148169826,658,-0.14908754019760034
"(17,)",logistic,100,400,0.01,-0.14715284193964676,536,-0.14628309659616226
"(17,)",logistic,100,800,0.01,-0.14623425156425107,362,-0.14564002703849546
"(19,)",logistic,100,200,0.01,-0.15024582994751873,855,-0.14961294728931435
"(19,)",logistic,100,400,0.01,-0.14735829042500542,558,-0.1461234356938984
"(19,)",logistic,100,800,0.01,-0.1465318348259967,412,-0.1455875831972426
"(21,)",logistic,100,200,0.01,-0.15013262469388555,840,-0.1494560145451939
"(21,)",logistic,100,400,0.01,-0.14620206494198074,355,-0.1458818358243659
"(21,)",logistic,100,800,0.01,-0.1454309822243758,240,-0.14563746719196813
"(1,)",logistic,200,200,0.01,-0.2081159988975152,1110,-0.20812235208854135
"(1,)",logistic,200,400,0.01,-0.1940821023746689,1073,-0.19467770128814088
"(1,)",logistic,200,800,0.01,-0.15280631613699885,1004,-0.15057310084436276
"(3,)",logistic,200,200,0.01,-0.20796383697217152,1108,-0.20740427457139815
"(3,)",logistic,200,400,0.01,-0.15925021987620389,1034,-0.15841732205501963
"(3,)",logistic,200,800,0.01,-0.1497934071856289,796,-0.14880198992517893
"(5,)",logistic,200,200,0.01,-0.1676818433983883,1056,-0.16621880293597463
"(5,)",logistic,200,400,0.01,-0.1511130147642019,971,-0.15096325919912434
"(5,)",logistic,200,800,0.01,-0.14938027798818554,722,-0.1473443748516816
"(7,)",logistic,200,200,0.01,-0.18740115481317748,1066,-0.18678973165245344
"(7,)",logistic,200,400,0.01,-0.1526753661349044,1001,-0.1520479188315947
"(7,)",logistic,200,800,0.01,-0.14705357768362615,516,-0.14482970563421155
"(9,)",logistic,200,200,0.01,-0.16615903962110243,1052,-0.16579231127494923
"(9,)",logistic,200,400,0.01,-0.15053913558837423,895,-0.15007776089397884
"(9,)",logistic,200,800,0.01,-0.14650953372547243,402,-0.14534454097612623
"(11,)",logistic,200,200,0.01,-0.15381017975544986,1017,-0.15367480535977668
"(11,)",logistic,200,400,0.01,-0.15024581147958632,854,-0.1497956555833793
"(11,)",logistic,200,800,0.01,-0.14574491933927103,274,-0.145696439337352
"(13,)",logistic,200,200,0.01,-0.1532236181312049,1006,-0.15362652468970966
"(13,)",logistic,200,400,0.01,-0.14905586505596508,689,-0.14830017442899962
"(13,)",logistic,200,800,0.01,-0.14596589189431078,301,-0.14520954693673774
"(15,)",logistic,200,200,0.01,-0.15342064470029532,1011,-0.15350084516033882
"(15,)",logistic,200,400,0.01,-0.14998240034607307,817,-0.14824538282889263
"(15,)",logistic,200,800,0.01,-0.146817245062662,480,-0.14623110461934127
"(17,)",logistic,200,200,0.01,-0.15154502067960446,991,-0.15236949316408852
"(17,)",logistic,200,400,0.01,-0.14939041207353793,723,-0.14808311167424518
"(17,)",logistic,200,800,0.01,-0.1477873654664217,602,-0.1459351076515296
"(19,)",logistic,200,200,0.01,-0.15276593983475167,1003,-0.15229979494054569
"(19,)",logistic,200,400,0.01,-0.15054240876882014,896,-0.14895970302873926
"(19,)",logistic,200,800,0.01,-0.14778789025534117,603,-0.14566888355491492
"(21,)",logistic,200,200,0.01,-0.15370806577532678,1014,-0.1537309794608705
"(21,)",logistic,200,400,0.01,-0.14957163179860022,751,-0.14874258814355099
"(21,)",logistic,200,800,0.01,-0.14582152101114745,277,-0.1462556953008454
"(1,)",logistic,50,200,1,-0.2081159988975152,1110,-0.20812235208854135
"(1,)",logistic,50,400,1,-0.2081159988975152,1110,-0.20812235208854135
"(1,)",logistic,50,800,1,-0.2081159988975152,1110,-0.20812235208854135
"(3,)",logistic,50,200,1,-0.2081159988975152,1110,-0.20812235208854135
"(3,)",logistic,50,400,1,-0.2081159988975152,1110,-0.20812235208854135
"(3,)",logistic,50,800,1,-0.2081159988975152,1110,-0.20812235208854135
"(5,)",logistic,50,200,1,-0.2081159988975152,1110,-0.20812235208854135
"(5,)",logistic,50,400,1,-0.2081159988975152,1110,-0.20812235208854135
"(5,)",logistic,50,800,1,-0.2081159988975152,1110,-0.20812235208854135
"(7,)",logistic,50,200,1,-0.2081159988975152,1110,-0.20812235208854135
"(7,)",logistic,50,400,1,-0.2081159988975152,1110,-0.20812235208854135
"(7,)",logistic,50,800,1,-0.2081159988975152,1110,-0.20812235208854135
"(9,)",logistic,50,200,1,-0.2081159988975152,1110,-0.20812235208854135
"(9,)",logistic,50,400,1,-0.2081159988975152,1110,-0.20812235208854135
"(9,)",logistic,50,800,1,-0.2081159988975152,1110,-0.20812235208854135
"(11,)",logistic,50,200,1,-0.2081159988975152,1110,-0.20812235208854135
"(11,)",logistic,50,400,1,-0.2081159988975152,1110,-0.20812235208854135
"(11,)",logistic,50,800,1,-0.2081159988975152,1110,-0.20812235208854135
"(13,)",logistic,50,200,1,-0.2081159988975152,1110,-0.20812235208854135
"(13,)",logistic,50,400,1,-0.2081159988975152,1110,-0.20812235208854135
"(13,)",logistic,50,800,1,-0.2081159988975152,1110,-0.20812235208854135
"(15,)",logistic,50,200,1,-0.2081159988975152,1110,-0.20812235208854135
"(15,)",logistic,50,400,1,-0.2081159988975152,1110,-0.20812235208854135
"(15,)",logistic,50,800,1,-0.2081159988975152,1110,-0.20812235208854135
"(17,)",logistic,50,200,1,-0.2081159988975152,1110,-0.20812235208854135
"(17,)",logistic,50,400,1,-0.2081159988975152,1110,-0.20812235208854135
"(17,)",logistic,50,800,1,-0.2081159988975152,1110,-0.20812235208854135
"(19,)",logistic,50,200,1,-0.2081159988975152,1110,-0.20812235208854135
"(19,)",logistic,50,400,1,-0.2081159988975152,1110,-0.20812235208854135
"(19,)",logistic,50,800,1,-0.2081159988975152,1110,-0.20812235208854135
"(21,)",logistic,50,200,1,-0.2081159988975152,1110,-0.20812235208854135
"(21,)",logistic,50,400,1,-0.2081159988975152,1110,-0.20812235208854135
"(21,)",logistic,50,800,1,-0.2081159988975152,1110,-0.20812235208854135
"(1,)",logistic,100,200,1,-0.2081159988975152,1110,-0.20812235208854135
"(1,)",logistic,100,400,1,-0.2081159988975152,1110,-0.20812235208854135
"(1,)",logistic,100,800,1,-0.2081159988975152,1110,-0.20812235208854135
"(3,)",logistic,100,200,1,-0.2081159988975152,1110,-0.20812235208854135
"(3,)",logistic,100,400,1,-0.2081159988975152,1110,-0.20812235208854135
"(3,)",logistic,100,800,1,-0.2081159988975152,1110,-0.20812235208854135
"(5,)",logistic,100,200,1,-0.2081159988975152,1110,-0.20812235208854135
"(5,)",logistic,100,400,1,-0.2081159988975152,1110,-0.20812235208854135
"(5,)",logistic,100,800,1,-0.2081159988975152,1110,-0.20812235208854135
"(7,)",logistic,100,200,1,-0.2081159988975152,1110,-0.20812235208854135
"(7,)",logistic,100,400,1,-0.2081159988975152,1110,-0.20812235208854135
"(7,)",logistic,100,800,1,-0.2081159988975152,1110,-0.20812235208854135
"(9,)",logistic,100,200,1,-0.2081159988975152,1110,-0.20814117583311925
"(9,)",logistic,100,400,1,-0.2081159988975152,1110,-0.20814117583311925
"(9,)",logistic,100,800,1,-0.2081159988975152,1110,-0.20814117583311925
"(11,)",logistic,100,200,1,-0.19888694830284268,1080,-0.19909049929936196
"(11,)",logistic,100,400,1,-0.2013746153778245,1085,-0.2026587613161998
"(11,)",logistic,100,800,1,-0.2013746153778245,1085,-0.2026587613161998
"(13,)",logistic,100,200,1,-0.20515743914350945,1097,-0.20554686481587478
"(13,)",logistic,100,400,1,-0.20566233059025327,1098,-0.20454820924399336
"(13,)",logistic,100,800,1,-0.20566233059025327,1098,-0.20454820924399336
"(15,)",logistic,100,200,1,-0.20475712805002053,1096,-0.2048878798792022
"(15,)",logistic,100,400,1,-0.20682188758289305,1101,-0.20581262405645512
"(15,)",logistic,100,800,1,-0.20682188758289305,1101,-0.20581262405645512
"(17,)",logistic,100,200,1,-0.20223785725373716,1088,-0.20224102967078067
"(17,)",logistic,100,400,1,-0.20223785725373716,1088,-0.20216595544589083
"(17,)",logistic,100,800,1,-0.20223785725373716,1088,-0.20216595544589083
"(19,)",logistic,100,200,1,-0.19379969787976611,1072,-0.19510663218577529
"(19,)",logistic,100,400,1,-0.20688915502628918,1104,-0.20704695967446946
"(19,)",logistic,100,800,1,-0.20688915502628918,1104,-0.20704695967446946
"(21,)",logistic,100,200,1,-0.2016253867053166,1087,-0.20124440302893265
"(21,)",logistic,100,400,1,-0.20448238119212045,1094,-0.20586843278520872
"(21,)",logistic,100,800,1,-0.20448238119212045,1094,-0.20586843278520872
"(1,)",logistic,200,200,1,-0.2081159988975152,1110,-0.20812235208854135
"(1,)",logistic,200,400,1,-0.2081159988975152,1110,-0.20812235208854135
"(1,)",logistic,200,800,1,-0.2081159988975152,1110,-0.20812235208854135
"(3,)",logistic,200,200,1,-0.2081159988975152,1110,-0.20812235208854135
"(3,)",logistic,200,400,1,-0.2081159988975152,1110,-0.20812235208854135
"(3,)",logistic,200,800,1,-0.2081159988975152,1110,-0.20812235208854135
"(5,)",logistic,200,200,1,-0.2081159988975152,1110,-0.20812235208854135
"(5,)",logistic,200,400,1,-0.2081159988975152,1110,-0.20814117583311925
"(5,)",logistic,200,800,1,-0.2081159988975152,1110,-0.20814117583311925
"(7,)",logistic,200,200,1,-0.2081159988975152,1110,-0.20812235208854135
"(7,)",logistic,200,400,1,-0.2081159988975152,1110,-0.20812235208854135
"(7,)",logistic,200,800,1,-0.2081159988975152,1110,-0.20812235208854135
"(9,)",logistic,200,200,1,-0.2081159988975152,1110,-0.2081035198090518
"(9,)",logistic,200,400,1,-0.2072737563598152,1106,-0.20688932934158283
"(9,)",logistic,200,800,1,-0.2072737563598152,1106,-0.20688932934158283
"(11,)",logistic,200,200,1,-0.18477770494674212,1063,-0.18352551324693492
"(11,)",logistic,200,400,1,-0.19410088729004926,1074,-0.19375713822937632
"(11,)",logistic,200,800,1,-0.19410088729004926,1074,-0.19375713822937632
"(13,)",logistic,200,200,1,-0.20124562977766952,1082,-0.20346717740142645
"(13,)",logistic,200,400,1,-0.20124562977766952,1082,-0.20352367425151502
"(13,)",logistic,200,800,1,-0.20124562977766952,1082,-0.20352367425151502
"(15,)",logistic,200,200,1,-0.19516391591765703,1077,-0.1959735226995254
"(15,)",logistic,200,400,1,-0.18747615080577376,1067,-0.18851338043700627
"(15,)",logistic,200,800,1,-0.18747615080577376,1067,-0.18851338043700627
"(17,)",logistic,200,200,1,-0.17646259626443658,1057,-0.17633546045959486
"(17,)",logistic,200,400,1,-0.18894689329181222,1069,-0.19069960028089813
"(17,)",logistic,200,800,1,-0.18894689329181222,1069,-0.19069960028089813
"(19,)",logistic,200,200,1,-0.18950336170097062,1071,-0.19002978207679622
"(19,)",logistic,200,400,1,-0.19653542554742348,1078,-0.19694778809586305
"(19,)",logistic,200,800,1,-0.19653542554742348,1078,-0.19694778809586305
"(21,)",logistic,200,200,1,-0.20040665551194348,1081,-0.201419244289196
"(21,)",logistic,200,400,1,-0.20297858216441056,1091,-0.20250214875935302
"(21,)",logistic,200,800,1,-0.20297858216441056,1091,-0.20250214875935302
"(1,)",tanh,50,200,0.0001,-0.14519875257159973,199,-0.1436880347623312
"(1,)",tanh,50,400,0.0001,-0.1449923712000015,159,-0.143151321563243
"(1,)",tanh,50,800,0.0001,-0.14455321440439803,92,-0.142904646199907
"(3,)",tanh,50,200,0.0001,-0.14676948401602968,469,-0.14614594118522836
"(3,)",tanh,50,400,0.0001,-0.14748560715682946,572,-0.1451813603288902
"(3,)",tanh,50,800,0.0001,-0.1477318846628936,599,-0.14477898849363235
"(5,)",tanh,50,200,0.0001,-0.14810158706146015,622,-0.14566734302086223
"(5,)",tanh,50,400,0.0001,-0.14703401688115308,514,-0.14458803255751002
"(5,)",tanh,50,800,0.0001,-0.14766469511002955,590,-0.14380100307701973
"(7,)",tanh,50,200,0.0001,-0.1467241336139717,461,-0.1452384177507048
"(7,)",tanh,50,400,0.0001,-0.14501226011637472,168,-0.14402088649077188
"(7,)",tanh,50,800,0.0001,-0.14470037816080977,114,-0.1430409881391047
"(9,)",tanh,50,200,0.0001,-0.14505295853426217,173,-0.1447157425586321
"(9,)",tanh,50,400,0.0001,-0.14494350041584497,151,-0.14240740382601724
"(9,)",tanh,50,800,0.0001,-0.14475897954050573,128,-0.1416067126472606
"(11,)",tanh,50,200,0.0001,-0.14614862649553334,336,-0.14582619123222534
"(11,)",tanh,50,400,0.0001,-0.1444167140769444,72,-0.14376894422954495
"(11,)",tanh,50,800,0.0001,-0.1458587564384905,282,-0.14335954970593862
"(13,)",tanh,50,200,0.0001,-0.14572521694763557,272,-0.14496460259677751
"(13,)",tanh,50,400,0.0001,-0.1444044362869137,69,-0.14363567701345026
"(13,)",tanh,50,800,0.0001,-0.1460632251677898,318,-0.1420735744868857
"(15,)",tanh,50,200,0.0001,-0.14412491959021678,39,-0.14477094894432269
"(15,)",tanh,50,400,0.0001,-0.1451533322057505,190,-0.14428103104234077
"(15,)",tanh,50,800,0.0001,-0.1464946857577163,393,-0.1439324141152179
"(17,)",tanh,50,200,0.0001,-0.14523917842817333,206,-0.1443404079189683
"(17,)",tanh,50,400,0.0001,-0.14386439818166935,19,-0.1439566368290884
"(17,)",tanh,50,800,0.0001,-0.14484343335823444,137,-0.14170502924934553
"(19,)",tanh,50,200,0.0001,-0.14500661007858123,164,-0.14404401801718453
"(19,)",tanh,50,400,0.0001,-0.14509713841803268,182,-0.14404658753885832
"(19,)",tanh,50,800,0.0001,-0.14559931422739447,261,-0.14260376355468804
"(21,)",tanh,50,200,0.0001,-0.14456229036838103,96,-0.14455717905688117
"(21,)",tanh,50,400,0.0001,-0.14442670867555676,73,-0.14347377190459093
"(21,)",tanh,50,800,0.0001,-0.14410335568800722,36,-0.14363736936727575
"(1,)",tanh,100,200,0.0001,-0.14849802517872787,642,-0.14802817074917352
"(1,)",tanh,100,400,0.0001,-0.14509086827938988,180,-0.14393828659164795
"(1,)",tanh,100,800,0.0001,-0.14509275783594772,181,-0.1433149783204572
"(3,)",tanh,100,200,0.0001,-0.1486396067369292,649,-0.1473364378368203
"(3,)",tanh,100,400,0.0001,-0.14711221563814209,525,-0.1455311291264253
"(3,)",tanh,100,800,0.0001,-0.14655695326277024,417,-0.14515563992293082
"(5,)",tanh,100,200,0.0001,-0.14984727217655064,803,-0.1482159675674176
"(5,)",tanh,100,400,0.0001,-0.14829994908698485,631,-0.14515693348236272
"(5,)",tanh,100,800,0.0001,-0.14630242027552867,370,-0.1443717809974973
"(7,)",tanh,100,200,0.0001,-0.14652783272634393,409,-0.14553457777330417
"(7,)",tanh,100,400,0.0001,-0.1466179638948124,435,-0.1450206891939703
"(7,)",tanh,100,800,0.0001,-0.14523467331224074,205,-0.1442391891535575
"(9,)",tanh,100,200,0.0001,-0.14683054074050408,485,-0.14542518470370094
"(9,)",tanh,100,400,0.0001,-0.14491223339102377,149,-0.14355249329019748
"(9,)",tanh,100,800,0.0001,-0.14379803426119758,18,-0.14284396416014938
"(11,)",tanh,100,200,0.0001,-0.14656723561629795,419,-0.1462838385822048
"(11,)",tanh,100,400,0.0001,-0.14470190473514472,115,-0.14553034828887673
"(11,)",tanh,100,800,0.0001,-0.14532049605811756,223,-0.14379452488725158
"(13,)",tanh,100,200,0.0001,-0.1474629933776334,567,-0.14620115501069444
"(13,)",tanh,100,400,0.0001,-0.14540432743130996,235,-0.14461416735052937
"(13,)",tanh,100,800,0.0001,-0.14434673764691958,62,-0.14349844278795296
"(15,)",tanh,100,200,0.0001,-0.14693933702078638,499,-0.1459615191818901
"(15,)",tanh,100,400,0.0001,-0.14420322452114748,43,-0.14469151196458968
"(15,)",tanh,100,800,0.0001,-0.14497599589972926,156,-0.1444686177702107
"(17,)",tanh,100,200,0.0001,-0.14683451244046727,488,-0.14509679852983093
"(17,)",tanh,100,400,0.0001,-0.145008439769366,166,-0.14428665762974324
"(17,)",tanh,100,800,0.0001,-0.14548958627306405,248,-0.1426234870748872
"(19,)",tanh,100,200,0.0001,-0.14433560472763635,61,-0.14499348402641438
"(19,)",tanh,100,400,0.0001,-0.14422850173744833,49,-0.14395576566168192
"(19,)",tanh,100,800,0.0001,-0.1440896615886605,35,-0.1430855599899283
"(21,)",tanh,100,200,0.0001,-0.14550329640684576,250,-0.14541934776625878
"(21,)",tanh,100,400,0.0001,-0.14398143054338625,32,-0.14447515916554726
"(21,)",tanh,100,800,0.0001,-0.14387385456137014,20,-0.1436636532928701
"(1,)",tanh,200,200,0.0001,-0.15734722500412987,1029,-0.15630793684156255
"(1,)",tanh,200,400,0.0001,-0.147199855092931,542,-0.14664929196441107
"(1,)",tanh,200,800,0.0001,-0.14475396360870302,127,-0.14431859972066735
"(3,)",tanh,200,200,0.0001,-0.15599897248652733,1024,-0.1552997816154994
"(3,)",tanh,200,400,0.0001,-0.14736242717336426,559,-0.1468397660623879
"(3,)",tanh,200,800,0.0001,-0.1474153641730251,565,-0.14550272348769627
"(5,)",tanh,200,200,0.0001,-0.15255676628792403,999,-0.15131723713648448
"(5,)",tanh,200,400,0.0001,-0.15032581564729974,862,-0.14776328007388964
"(5,)",tanh,200,800,0.0001,-0.14755132957751377,580,-0.14507442745248703
"(7,)",tanh,200,200,0.0001,-0.14993072552147396,814,-0.14893030292131376
"(7,)",tanh,200,400,0.0001,-0.14691710501750943,495,-0.1447527166039274
"(7,)",tanh,200,800,0.0001,-0.1465262792850965,408,-0.14474939894945288
"(9,)",tanh,200,200,0.0001,-0.15041254113814612,874,-0.1497102101274878
"(9,)",tanh,200,400,0.0001,-0.14669337570372298,450,-0.14542154482586772
"(9,)",tanh,200,800,0.0001,-0.14603664190702742,314,-0.14477150971981934
"(11,)",tanh,200,200,0.0001,-0.14895556901758983,680,-0.1488529764920979
"(11,)",tanh,200,400,0.0001,-0.14591565436936443,293,-0.14609622509472145
"(11,)",tanh,200,800,0.0001,-0.1454922993256225,249,-0.14547300387940548
"(13,)",tanh,200,200,0.0001,-0.1481286828751322,623,-0.14761427169897018
"(13,)",tanh,200,400,0.0001,-0.14734106101473152,553,-0.14649332052743358
"(13,)",tanh,200,800,0.0001,-0.14639797034668522,380,-0.14486161527569558
"(15,)",tanh,200,200,0.0001,-0.14813261444155068,624,-0.14832877263801553
"(15,)",tanh,200,400,0.0001,-0.14724058850508764,547,-0.14593184250727428
"(15,)",tanh,200,800,0.0001,-0.14432438104400866,59,-0.14490516756478583
"(17,)",tanh,200,200,0.0001,-0.14705920728521846,517,-0.1464714105481139
"(17,)",tanh,200,400,0.0001,-0.14669322739375415,449,-0.14593649749534637
"(17,)",tanh,200,800,0.0001,-0.14500821230568237,165,-0.14412399513305102
"(19,)",tanh,200,200,0.0001,-0.14642716534976094,389,-0.1461506779114327
"(19,)",tanh,200,400,0.0001,-0.1458466822626781,279,-0.14493737244587604
"(19,)",tanh,200,800,0.0001,-0.14426192816721337,54,-0.14464008295089004
"(21,)",tanh,200,200,0.0001,-0.14681369327619725,477,-0.14630702101884538
"(21,)",tanh,200,400,0.0001,-0.1463426363825657,373,-0.14528976232785515
"(21,)",tanh,200,800,0.0001,-0.145167611850731,191,-0.14480070147785415
"(1,)",tanh,50,200,0.01,-0.14518986128502742,197,-0.1438522333163718
"(1,)",tanh,50,400,0.01,-0.14488691489790478,144,-0.14309654572020772
"(1,)",tanh,50,800,0.01,-0.14488691489790478,144,-0.14301439966243584
"(3,)",tanh,50,200,0.01,-0.14687662957984873,494,-0.14588002721283427
"(3,)",tanh,50,400,0.01,-0.14716425633875824,539,-0.1452894859961418
